top - 23:03:21 up 4 days, 11:45,  1 user,  load average: 4.99, 5.71, 4.71
Tasks: 552 total,   1 running, 551 sleeping,   0 stopped,   0 zombie
%Cpu(s): 45.2 us, 25.8 sy,  0.0 ni, 28.0 id,  0.0 wa,  0.0 hi,  1.1 si,  0.0 st
MiB Mem :  15677.3 total,    164.4 free,  11948.5 used,   3564.3 buff/cache
MiB Swap:   1024.0 total,      0.0 free,   1024.0 used.    812.1 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
 710519 vinaypa+  20   0 1129.9g  13252    352 S   0.0   0.1   0:04.82 chrome
 775127 vinaypa+  20   0 2573476  69852  17944 S   0.0   0.4  11:46.86 Isolate+
 775777 vinaypa+  20   0 2853904 203256  39760 S   0.0   1.3   9:35.94 Isolate+
 776674 vinaypa+  20   0 2438104  52100  17868 S   0.0   0.3   0:06.79 Isolate+
1099010 vinaypa+  20   0 1129.9g  51972   9036 S   0.0   0.3   0:22.08 chrome
1099026 vinaypa+  20   0 1129.9g  10968    560 S   0.0   0.1   0:01.46 chrome
1099045 vinaypa+  20   0 1129.9g  14420    304 S   0.0   0.1   0:01.20 chrome
1135850 vinaypa+  20   0 1129.9g 191176  14084 S   0.0   1.2  33:39.12 chrome
1224449 vinaypa+  20   0 1129.9g  48012   4436 S   0.0   0.3   0:10.42 chrome
1228518 vinaypa+  20   0 1129.9g  31508    932 S   0.0   0.2   0:09.64 chrome
1228540 vinaypa+  20   0 1129.9g  13696    360 S   0.0   0.1   0:04.03 chrome
1256064 root      20   0   29556   3904   1168 S   0.0   0.0   0:00.47 cupsd
1256143 root      20   0  179548   4364   1644 S   0.0   0.0   0:01.99 cups-br+
1256448 vinaypa+  20   0 2433480  33224  15816 S   0.0   0.2   0:04.67 Isolate+
1268492 vinaypa+  20   0 1129.9g  55632   8288 S   0.0   0.3   0:19.07 chrome
1269147 vinaypa+  20   0 1129.9g  55048  10184 S   0.0   0.3   1:51.73 chrome
1269445 vinaypa+  20   0 1129.9g  22356    780 S   0.0   0.1   0:13.42 chrome
1269463 vinaypa+  20   0 1129.9g  13372   2072 S   0.0   0.1   0:01.83 chrome
1288716 vinaypa+  20   0 1129.9g  37400   2208 S   0.0   0.2   0:08.10 chrome
1354907 vinaypa+  20   0 1129.9g  15524   1760 S   0.0   0.1   0:01.40 chrome
1453751 vinaypa+  20   0  908256  34604   2492 S   0.0   0.2   0:17.90 gedit
1520541 uuidd     20   0   10596    176      0 S   0.0   0.0   0:00.07 uuidd
1564109 vinaypa+  20   0 1129.9g  19404    436 S   0.0   0.1   0:03.10 chrome
1566437 vinaypa+  20   0 1129.9g  20448   1268 S   0.0   0.1   0:03.93 chrome
1566468 vinaypa+  20   0 1129.9g  11324    292 S   0.0   0.1   0:01.04 chrome
1587798 vinaypa+  20   0 2667980  50996  17384 S   0.0   0.3   1:52.81 Isolate+
1589471 vinaypa+  20   0 2561952 117176  16388 S   0.0   0.7   3:54.00 Isolate+
1592274 vinaypa+  20   0 1129.9g  33492   2104 S   0.0   0.2   0:04.63 chrome
1858239 vinaypa+  20   0    6856    236      0 S   0.0   0.0   0:00.99 libreof+
1858321 vinaypa+  20   0 1516124 273184   2048 S   0.0   1.7   1:58.05 soffice+
1892895 vinaypa+  20   0 1130.9g 154948  36500 S   0.0   1.0   3:27.64 chrome
2043486 vinaypa+  20   0 1129.9g  31024   1876 S   0.0   0.2   0:07.16 chrome
2044154 vinaypa+  20   0 1129.9g  25808   2520 S   0.0   0.2   0:03.91 chrome
2053833 vinaypa+  20   0 2439892  52436  17900 S   0.0   0.3   0:03.86 Isolate+
2054557 vinaypa+  20   0 1130.9g  49996   1572 S   0.0   0.3   1:19.15 chrome
2656062 vinaypa+  20   0 1130.9g  75640  25020 S   0.0   0.5   0:50.92 chrome
2662017 vinaypa+  20   0 1129.9g  75056   4940 S   0.0   0.5   0:37.65 chrome
2662029 vinaypa+  20   0 1129.9g  11284    912 S   0.0   0.1   0:01.85 chrome
2662369 vinaypa+  20   0 1129.9g  10536    284 S   0.0   0.1   0:01.81 chrome
2806458 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/127+
2832716 vinaypa+  20   0 1129.9g  27692   3528 S   0.0   0.2   0:17.35 chrome
2833077 vinaypa+  20   0 1129.9g  13156   1044 S   0.0   0.1   0:02.49 chrome
2902557 vinaypa+  20   0 1129.9g  41432   6892 S   0.0   0.3   0:08.90 chrome
2902879 vinaypa+  20   0 1129.9g  38752   5976 S   0.0   0.2   0:06.00 chrome
2907333 vinaypa+  20   0 1129.9g 119812  30904 S   0.0   0.7   0:42.95 chrome
2963632 vinaypa+  20   0 1129.9g  29876   2760 S   0.0   0.2   0:01.64 chrome
2971432 vinaypa+  20   0 1129.9g 114832  33504 S   0.0   0.7   0:26.32 chrome
2971787 vinaypa+  20   0 1129.9g   9220    224 S   0.0   0.1   0:00.38 chrome
3032980 vinaypa+  20   0   11924   4380   1680 S   0.0   0.0   0:00.44 bash
3303686 root      20   0       0      0      0 I   0.0   0.0   0:21.44 kworker+
3351555 root      20   0       0      0      0 I   0.0   0.0   0:08.98 kworker+
3593680 root      20   0       0      0      0 I   0.0   0.0   0:07.20 kworker+
3751120 root      20   0       0      0      0 I   0.0   0.0   0:01.83 kworker+
3751492 root      20   0       0      0      0 I   0.0   0.0   0:05.02 kworker+
3764754 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3788645 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3801867 root      20   0       0      0      0 I   0.0   0.0   0:00.89 kworker+
3808536 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3808537 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3823650 root       0 -20       0      0      0 I   0.0   0.0   0:00.90 kworker+
3828066 root      20   0       0      0      0 I   0.0   0.0   0:01.11 kworker+
3843627 root      20   0       0      0      0 I   0.0   0.0   0:00.29 kworker+
3848324 root       0 -20       0      0      0 I   0.0   0.0   0:00.21 kworker+
3848598 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850007 root      20   0       0      0      0 I   0.0   0.0   0:00.28 kworker+
3850153 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850261 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850266 root      20   0       0      0      0 I   0.0   0.0   0:00.05 kworker+
3850267 root      20   0       0      0      0 I   0.0   0.0   0:00.57 kworker+
3850268 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850269 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850270 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850271 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850272 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850273 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850274 root      20   0       0      0      0 I   0.0   0.0   0:00.15 kworker+
3850275 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850276 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850277 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850278 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850335 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850336 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850381 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850385 root      20   0       0      0      0 I   0.0   0.0   0:00.01 kworker+
3850389 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850404 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850522 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850523 root      20   0       0      0      0 I   0.0   0.0   0:00.02 kworker+
3850566 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850567 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850568 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850569 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850570 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850571 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850572 root      20   0       0      0      0 I   0.0   0.0   0:00.01 kworker+
3850590 root      20   0       0      0      0 I   0.0   0.0   0:00.12 kworker+
3850620 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850621 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850622 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850623 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850624 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850625 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850626 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850627 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850628 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850629 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850630 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850631 root      20   0       0      0      0 I   0.0   0.0   0:00.03 kworker+
3850632 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850633 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850634 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850635 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850636 root      20   0       0      0      0 I   0.0   0.0   0:00.21 kworker+
3850637 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850638 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850639 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850640 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850641 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850642 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850643 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850644 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850645 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850646 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850647 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850648 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850649 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850650 root      20   0       0      0      0 I   0.0   0.0   0:00.02 kworker+
3850651 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850652 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850653 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850654 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850655 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850656 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850657 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850658 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850673 root      20   0       0      0      0 I   0.0   0.0   0:00.01 kworker+
3850690 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850695 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850698 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850702 root      20   0       0      0      0 I   0.0   0.0   0:00.04 kworker+
3850705 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850865 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850869 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3850883 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3851077 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3851716 root      20   0       0      0      0 I   0.0   0.0   0:00.27 kworker+
3851717 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3851933 root      20   0  712400   2464      0 S   0.0   0.0   0:00.11 contain+
3851967 nobody    20   0     972      4      0 S   0.0   0.0   0:00.27 pause
3852004 root      20   0  712656   2700    152 S   0.0   0.0   0:00.12 contain+
3852058 root      20   0  712656   2472    152 S   0.0   0.0   0:00.11 contain+
3852073 root      20   0  712400   2232      0 S   0.0   0.0   0:00.10 contain+
3852084 1337      20   0     972      4      0 S   0.0   0.0   0:00.27 pause
3852099 root      20   0  712656   2288     24 S   0.0   0.0   0:00.12 contain+
3852172 nobody    20   0     972      4      0 S   0.0   0.0   0:00.16 pause
3852197 nobody    20   0     972      4      0 S   0.0   0.0   0:00.15 pause
3852218 1337      20   0     972      4      0 S   0.0   0.0   0:00.05 pause
3852601 root      20   0  712656   2580    276 S   0.0   0.0   0:00.06 contain+
3852664 nobody    20   0     972      4      0 S   0.0   0.0   0:00.13 pause
3852705 root      20   0  712400   2040      0 S   0.0   0.0   0:00.08 contain+
3852750 nobody    20   0     972      4      0 S   0.0   0.0   0:00.17 pause
3852941 root      20   0 1296068    764      0 S   0.0   0.0   0:00.00 docker-+
3852971 root      20   0  712656   2232      0 S   0.0   0.0   0:00.06 contain+
3853044 65535     20   0     972      4      0 S   0.0   0.0   0:00.09 pause
3853063 root      20   0  712400   2732    288 S   0.0   0.0   0:00.13 contain+
3853082 root      20   0  712656   6804   3852 S   0.0   0.0   0:00.31 contain+
3853101 root      20   0 1074872    772      0 S   0.0   0.0   0:00.00 docker-+
3853151 root      20   0  712400   6584   3888 S   0.0   0.0   0:00.34 contain+
3853159 1337      20   0  745436  23400   6332 S   0.0   0.1   0:05.39 pilot-a+
3853171 root      20   0  712912   6348   3664 S   0.0   0.0   0:00.29 contain+
3853188 65535     20   0     972      4      0 S   0.0   0.0   0:00.07 pause
3853204 root      20   0  712400   2032      0 S   0.0   0.0   0:00.09 contain+
3853254 nobody    20   0  738288  17012   3268 S   0.0   0.1   0:01.01 alertma+
3853262 root      20   0  712400   6852   3840 S   0.0   0.0   0:00.32 contain+
3853310 root      20   0  712464   2816    292 S   0.0   0.0   0:00.09 contain+
3853385 root      20   0  712144   2844    352 S   0.0   0.0   0:00.08 contain+
3853428 root      20   0  712464   2468    288 S   0.0   0.0   0:00.09 contain+
3853439 root      20   0  712656   6828   4180 S   0.0   0.0   0:00.22 contain+
3853552 nobody    20   0  726592  10840   3812 S   0.0   0.1   0:00.91 node_ex+
3853592 472       20   0     972      4      0 S   0.0   0.0   0:00.11 pause
3853613 1337      20   0  745436  25896  10052 S   0.0   0.2   0:02.57 pilot-a+
3853660 65535     20   0     972      4      0 S   0.0   0.0   0:00.24 pause
3853668 nobody    20   0  718588   1404    104 S   0.0   0.0   0:00.09 configm+
3853695 65535     20   0     972      4      0 S   0.0   0.0   0:00.09 pause
3853696 65535     20   0     972      4      0 S   0.0   0.0   0:00.05 pause
3853709 root      20   0  712656   7172   4528 S   0.0   0.0   0:00.28 contain+
3853807 systemd+  20   0   28064   3380      0 S   0.0   0.0   0:00.13 php
3853839 root      20   0  712400   6652   3856 S   0.0   0.0   0:00.39 contain+
3853944 nobody    20   0  725448  10292   3244 S   0.0   0.1   0:00.28 pushgat+
3853980 root      20   0  712656   6056   3720 S   0.0   0.0   0:00.37 contain+
3853992 1337      20   0  215260  22008   3328 S   0.0   0.1   0:01.73 envoy
3854019 1337      20   0  215264  21396   2808 S   0.0   0.1   0:01.71 envoy
3854034 65532     20   0  714188    656      0 S   0.0   0.0   0:00.08 hello-a+
3854079 root      20   0  712656   6888   4380 S   0.0   0.0   0:00.46 contain+
3854088 root      20   0  712656   6868   4232 S   0.0   0.0   0:00.29 contain+
3854222 1337      20   0  785444  54456  12940 S   0.0   0.3   0:04.24 pilot-d+
3854594 root      20   0  712400   7032   4468 S   0.0   0.0   0:00.33 contain+
3854688 systemd+  20   0     212      4      0 S   0.0   0.0   0:00.10 dumb-in+
3854748 systemd+  20   0  743240  20644   6332 S   0.0   0.1   0:02.69 nginx-i+
3854913 root      20   0  712656   6748   4092 S   0.0   0.0   0:00.29 contain+
3854932 root      20   0    8936    888     12 S   0.0   0.0   0:00.09 nginx
3854973 systemd+  20   0    9324   1180      0 S   0.0   0.0   0:00.00 nginx
3854974 systemd+  20   0    9324   1180      0 S   0.0   0.0   0:00.00 nginx
3854975 systemd+  20   0    9324   1180      0 S   0.0   0.0   0:00.00 nginx
3854976 systemd+  20   0    9324   1180      0 S   0.0   0.0   0:00.00 nginx
3855099 systemd+  20   0  145116  30372   1116 S   0.0   0.2   0:00.17 nginx
3855273 systemd+  20   0  156600  38248   1832 S   0.0   0.2   0:00.13 nginx
3855274 systemd+  20   0  156600  38124   1716 S   0.0   0.2   0:00.12 nginx
3855275 systemd+  20   0  156600  37388    988 S   0.0   0.2   0:00.12 nginx
3855276 systemd+  20   0  156600  37400   1000 S   0.0   0.2   0:00.11 nginx
3855277 systemd+  20   0  143060  27772    284 S   0.0   0.2   0:00.01 nginx
3855677 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3855679 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
3855919 root      20   0  712400   2492    116 S   0.0   0.0   0:00.05 contain+
3855937 root      20   0  712400   2600    344 S   0.0   0.0   0:00.06 contain+
3855966 65535     20   0     972      4      0 S   0.0   0.0   0:00.13 pause
3855973 65535     20   0     972      4      0 S   0.0   0.0   0:00.08 pause
3855999 root      20   0  712400   7112   4556 S   0.0   0.0   0:00.32 contain+
3856019 nobody    20   0  752256  18276   6872 S   0.0   0.1   0:01.21 kube-st+
3856066 root      20   0  712400   2276      0 S   0.0   0.0   0:00.08 contain+
3856095 65535     20   0     972      4      0 S   0.0   0.0   0:00.11 pause
3856116 root      20   0  712400   2160      0 S   0.0   0.0   0:00.06 contain+
3856138 65535     20   0     972      4      0 S   0.0   0.0   0:00.14 pause
3856150 root      20   0  712656   2808    316 S   0.0   0.0   0:00.10 contain+
3856164 root      20   0  712400   2116      0 S   0.0   0.0   0:00.10 contain+
3856198 65535     20   0     972      4      0 S   0.0   0.0   0:00.35 pause
3856199 65535     20   0     972      4      0 S   0.0   0.0   0:00.29 pause
3856290 root      20   0  712656   2532    216 S   0.0   0.0   0:00.06 contain+
3856317 65535     20   0     972      4      0 S   0.0   0.0   0:00.03 pause
3856383 root      20   0 2083040  68564  22152 S   0.0   0.4   0:20.32 kubelet
3856598 root      20   0  712400   6504   4040 S   0.0   0.0   0:00.33 contain+
3856616 root      20   0  712400   6324   3736 S   0.0   0.0   0:00.31 contain+
3856652 root      20   0  712656   5976   3600 S   0.0   0.0   0:00.31 contain+
3856653 root      20   0  712656   6944   4220 S   0.0   0.0   0:00.31 contain+
3856705 root      20   0   10.7g  56908   8612 S   0.0   0.4   0:18.57 etcd
3856706 root      20   0  825840  70656  16212 S   0.0   0.4   0:13.49 kube-co+
3856707 root      20   0  759884  21124   6108 S   0.0   0.1   0:05.06 kube-sc+
3857456 root      20   0  712656   6408   4168 S   0.0   0.0   0:00.23 contain+
3857476 root      20   0  753964  13976   4312 S   0.0   0.1   0:00.62 kube-pr+
3857844 root      20   0  712656   6292   3784 S   0.0   0.0   0:00.22 contain+
3857863 root      20   0  735984  14380   6892 S   0.0   0.1   0:01.28 storage+
3858180 root      20   0  712656   6568   3700 S   0.0   0.0   0:00.21 contain+
3858233 472       20   0  809872  56592  12956 S   0.0   0.4   0:01.70 grafana+
3858263 root      20   0  712656   6980   4076 S   0.0   0.0   0:00.20 contain+
3858291 root      20   0  753288  23196   9792 S   0.0   0.1   0:01.01 coredns
3859251 vinaypa+  20   0   36.6g  76884  38616 S   0.0   0.5   0:05.76 code
3859254 vinaypa+  20   0   32.2g  14264   5912 S   0.0   0.1   0:00.02 code
3859255 vinaypa+  20   0   32.2g  14300   5948 S   0.0   0.1   0:00.02 code
3859257 vinaypa+  20   0   32.2g   9988   1496 S   0.0   0.1   0:00.00 code
3859270 vinaypa+  20   0   32.0g   1260   1008 S   0.0   0.0   0:00.00 chrome_+
3859284 vinaypa+  20   0   32.5g  58504  22984 S   0.0   0.4   0:03.99 code
3859293 vinaypa+  20   0   32.3g  22816  12732 S   0.0   0.1   0:02.12 code
3859305 vinaypa+  20   0   54.5g 127256  38016 S   0.0   0.8   0:13.70 code
3859338 vinaypa+  20   0   44.5g  64740  29436 S   0.0   0.4   0:24.03 code
3859350 vinaypa+  20   0   36.4g  74808  19608 S   0.0   0.5   0:03.68 code
3859367 vinaypa+  20   0   36.4g  32520  14960 S   0.0   0.2   0:00.53 code
3859390 vinaypa+  20   0   36.4g  33696  17160 S   0.0   0.2   0:00.48 code
3863882 vinaypa+  20   0  772524  54572  39316 S   0.0   0.3   0:01.02 terrafo+
3864908 vinaypa+  20   0  715248  15408  11284 S   0.0   0.1   0:00.06 terrafo+
3864986 vinaypa+  20   0  754272  42908  32444 S   0.0   0.3   0:00.10 terrafo+
3865116 vinaypa+  20   0    2620    580    508 S   0.0   0.0   0:00.00 sh
